User ID,Registration Date,Current Subscription Status,Date of Premium Subscription,Number of Videos Watched,Total Watch Time,Primary Device,Age Group,Country,Favorite Genre,Number of Customer Support Interactions,Net Promoter Score,Engagement Trend,Social Shares
4436,2023-06-22,Premium,2023-07-03,28,32.5,Mobile,55-64,USA,Action,4,4,Decreasing,0
4437,2023-04-21,Premium,2023-04-24,44,45.4,Tablet,65+,Italy,Action,4,3,Stable,1
4438,2023-09-29,Free,,75,87.8,Desktop,65+,Italy,Romance,0,8,Increasing,3
4439,2023-09-25,Premium,2023-09-30,119,158.8,Smart TV,55-64,Canada,Drama,4,3,Stable,4
4440,2023-05-30,Premium,2023-06-15,68,77.0,Mobile,18-24,Spain,Drama,4,5,Stable,1
4441,2023-04-07,Premium,2023-05-01,43,65.3,Smart TV,65+,Australia,Documentary,4,4,Stable,1
4442,2023-05-16,Premium,2023-05-29,14,16.7,Tablet,25-34,France,Sci-Fi,3,7,Stable,0
4443,2023-05-18,Premium,2023-06-08,139,179.2,Desktop,25-34,France,Romance,1,9,Increasing,4
4444,2023-05-31,Free,,49,63.4,Desktop,45-54,Brazil,Romance,0,5,Increasing,0
4445,2023-04-19,Premium,2023-04-21,20,24.4,Smart TV,45-54,Canada,Sci-Fi,5,3,Stable,0
4446,2023-04-12,Premium,2023-05-12,23,21.3,Tablet,35-44,France,Drama,3,6,Decreasing,0
4447,2023-08-28,Free,,31,37.8,Mobile,18-24,Australia,Comedy,0,3,Decreasing,0
4448,2023-06-13,Premium,2023-06-29,154,180.4,Smart TV,25-34,USA,Documentary,1,8,Increasing,2
4449,2023-06-05,Premium,2023-06-21,39,46.8,Mobile,18-24,Italy,Comedy,0,10,Decreasing,1
4450,2023-07-28,Premium,2023-08-23,73,120.6,Smart TV,25-34,Japan,Comedy,1,7,Stable,1
4451,2023-04-06,Free,,7,7.6,Tablet,35-44,Spain,Comedy,2,3,Decreasing,0
4452,2023-05-05,Premium,2023-06-01,60,88.4,Tablet,65+,France,Drama,3,6,Increasing,1
4453,2023-06-21,Premium,2023-07-14,72,94.4,Smart TV,18-24,UK,Documentary,3,7,Stable,1
4454,2023-09-08,Free,,30,31.7,Tablet,35-44,Brazil,Romance,1,0,Decreasing,0
4455,2023-07-04,Premium,2023-08-03,94,84.2,Desktop,45-54,USA,Sci-Fi,3,5,Stable,1
4456,2023-05-14,Free,,30,43.8,Desktop,45-54,Japan,Documentary,5,0,Decreasing,0
4457,2023-07-23,Premium,2023-08-19,114,158.0,Smart TV,65+,Italy,Comedy,3,6,Decreasing,4
4458,2023-07-31,Premium,2023-08-01,102,140.1,Tablet,18-24,UK,Drama,5,5,Decreasing,3
4459,2023-08-14,Premium,2023-09-06,60,67.6,Desktop,55-64,USA,Drama,4,3,Increasing,2
4460,2023-09-19,Free,,52,68.1,Smart TV,25-34,Germany,Action,2,2,Decreasing,1
4461,2023-05-15,Free,,55,73.9,Desktop,65+,UK,Documentary,3,0,Decreasing,1
4462,2023-09-05,Premium,2023-09-14,125,188.9,Smart TV,65+,Australia,Comedy,0,8,Stable,4
4463,2023-07-02,Premium,2023-07-03,71,59.1,Tablet,35-44,Canada,Romance,3,7,Increasing,1
4464,2023-05-31,Premium,2023-06-04,37,51.4,Desktop,25-34,Brazil,Drama,2,5,Increasing,0
4465,2023-06-27,Premium,2023-07-17,52,70.4,Tablet,18-24,France,Action,2,8,Stable,1
4466,2023-08-06,Premium,2023-09-02,98,136.6,Desktop,45-54,Japan,Documentary,3,5,Decreasing,2
4467,2023-09-07,Free,,34,39.9,Desktop,65+,Spain,Drama,0,1,Decreasing,0
4468,2023-07-03,Premium,2023-07-27,93,123.9,Mobile,35-44,France,Romance,0,10,Decreasing,2
4469,2023-05-19,Free,,56,90.2,Smart TV,25-34,Spain,Action,2,6,Decreasing,2
4470,2023-06-03,Premium,2023-06-26,56,70.0,Desktop,18-24,Australia,Romance,4,5,Stable,1
4471,2023-05-13,Premium,2023-06-06,60,65.2,Desktop,65+,USA,Sci-Fi,1,8,Stable,2
4472,2023-09-14,Premium,2023-09-22,34,45.9,Tablet,45-54,France,Documentary,0,10,Stable,0
4473,2023-04-29,Premium,2023-05-21,83,84.8,Tablet,18-24,Japan,Action,4,3,Increasing,1
4474,2023-09-14,Free,,100,137.0,Tablet,45-54,France,Drama,3,0,Decreasing,1
4475,2023-04-05,Premium,2023-04-12,82,117.1,Smart TV,18-24,USA,Sci-Fi,2,5,Stable,2
4476,2023-06-21,Premium,2023-06-29,43,48.4,Mobile,55-64,Spain,Documentary,1,9,Stable,1
4477,2023-07-24,Premium,2023-08-10,156,185.6,Desktop,65+,Brazil,Documentary,0,10,Increasing,4
4478,2023-04-20,Free,,81,67.2,Mobile,45-54,Canada,Documentary,2,0,Increasing,2
4479,2023-06-03,Premium,2023-06-14,85,117.2,Smart TV,18-24,USA,Comedy,3,6,Decreasing,2
4480,2023-07-07,Premium,2023-08-01,107,167.0,Mobile,25-34,Italy,Comedy,3,5,Stable,5
4481,2023-06-17,Premium,2023-07-05,84,98.9,Desktop,18-24,Spain,Romance,5,3,Stable,3
4482,2023-08-18,Free,,34,32.9,Mobile,18-24,Spain,Documentary,2,0,Increasing,0
4483,2023-05-25,Free,,62,106.6,Smart TV,25-34,Germany,Sci-Fi,0,10,Increasing,0
4484,2023-06-24,Premium,2023-07-01,110,155.8,Smart TV,65+,UK,Documentary,1,6,Increasing,2
4485,2023-04-18,Premium,2023-05-03,6,8.4,Desktop,55-64,Brazil,Comedy,5,3,Stable,0
4486,2023-08-26,Premium,2023-09-12,53,71.1,Smart TV,25-34,Italy,Sci-Fi,5,3,Decreasing,1
4487,2023-08-12,Premium,2023-08-26,87,73.2,Desktop,35-44,Italy,Sci-Fi,4,4,Decreasing,1
4488,2023-06-06,Premium,2023-06-26,64,77.9,Smart TV,45-54,Japan,Drama,1,7,Increasing,2
4489,2023-07-19,Premium,2023-07-28,120,162.5,Smart TV,45-54,Japan,Comedy,1,7,Increasing,5
4490,2023-07-24,Premium,2023-07-26,72,106.5,Mobile,65+,Italy,Documentary,3,5,Decreasing,3
4491,2023-08-04,Premium,2023-08-19,107,139.5,Desktop,55-64,Spain,Romance,1,9,Stable,3
4492,2023-06-21,Premium,2023-06-23,140,188.9,Desktop,18-24,Australia,Action,4,5,Increasing,2
4493,2023-05-19,Premium,2023-06-18,99,115.7,Tablet,18-24,Italy,Drama,1,6,Increasing,3
4494,2023-04-09,Premium,2023-05-05,27,28.2,Desktop,18-24,Brazil,Romance,5,5,Decreasing,1
4495,2023-05-16,Premium,2023-06-03,85,84.0,Tablet,25-34,Italy,Sci-Fi,0,8,Decreasing,3
4496,2023-08-16,Premium,2023-09-10,119,124.1,Desktop,45-54,Spain,Drama,3,7,Increasing,1
4497,2023-04-28,Premium,2023-05-27,82,109.1,Smart TV,65+,Canada,Sci-Fi,2,5,Decreasing,1
4498,2023-07-30,Premium,2023-08-18,47,74.8,Smart TV,35-44,USA,Sci-Fi,5,4,Decreasing,2
4499,2023-09-21,Premium,2023-09-27,62,50.6,Tablet,45-54,USA,Documentary,0,8,Stable,1
4500,2023-06-22,Premium,2023-07-18,100,91.2,Smart TV,18-24,Australia,Documentary,2,7,Decreasing,1
4501,2023-08-28,Free,,29,35.0,Mobile,18-24,Canada,Romance,0,6,Increasing,0
4502,2023-04-20,Free,,135,149.6,Tablet,25-34,Italy,Romance,4,3,Increasing,5
4503,2023-06-15,Free,,38,62.3,Mobile,55-64,Spain,Drama,0,3,Increasing,0
4504,2023-08-14,Premium,2023-09-04,132,181.7,Mobile,65+,USA,Sci-Fi,2,5,Increasing,6
4505,2023-09-17,Premium,2023-09-27,19,23.4,Desktop,35-44,Italy,Comedy,2,8,Decreasing,0
4506,2023-04-14,Premium,2023-05-02,65,79.7,Desktop,18-24,Italy,Sci-Fi,2,5,Increasing,1
4507,2023-08-01,Premium,2023-08-09,130,175.0,Smart TV,65+,France,Sci-Fi,0,9,Stable,4
4508,2023-08-07,Premium,2023-08-11,125,159.0,Desktop,25-34,UK,Comedy,4,3,Stable,5
4509,2023-05-31,Premium,2023-06-14,15,22.2,Desktop,55-64,Japan,Documentary,3,7,Stable,0
4510,2023-06-09,Premium,2023-07-07,22,31.6,Tablet,18-24,UK,Action,2,7,Decreasing,0
4511,2023-09-15,Free,,7,9.2,Desktop,35-44,Germany,Romance,2,0,Increasing,0
4512,2023-06-16,Premium,2023-07-12,78,81.9,Desktop,55-64,Germany,Romance,5,2,Increasing,1
4513,2023-09-19,Premium,2023-09-22,63,80.0,Desktop,18-24,Brazil,Documentary,2,8,Increasing,2
4514,2023-04-12,Premium,2023-05-08,142,150.4,Tablet,45-54,Italy,Drama,2,8,Increasing,6
4515,2023-04-21,Free,,46,82.3,Smart TV,25-34,UK,Documentary,4,0,Decreasing,1
4516,2023-07-09,Premium,2023-07-13,53,92.5,Tablet,65+,France,Documentary,2,5,Decreasing,1
4517,2023-08-17,Free,,30,35.2,Desktop,45-54,Germany,Drama,3,5,Increasing,1
4518,2023-07-17,Premium,2023-08-04,61,77.5,Smart TV,45-54,Japan,Action,5,4,Stable,1
4519,2023-09-05,Premium,2023-09-10,81,92.6,Smart TV,45-54,Italy,Comedy,4,4,Increasing,3
4520,2023-08-27,Premium,2023-09-21,77,106.1,Desktop,35-44,Japan,Action,5,5,Increasing,2
4521,2023-08-21,Premium,2023-08-26,75,83.8,Tablet,25-34,Brazil,Documentary,1,8,Decreasing,1
4522,2023-05-07,Premium,2023-05-11,112,131.0,Desktop,55-64,Canada,Action,5,2,Increasing,3
4523,2023-05-14,Premium,2023-06-05,30,37.5,Mobile,55-64,Australia,Drama,4,3,Decreasing,1
4524,2023-08-05,Premium,2023-08-30,2,8.6,Mobile,55-64,UK,Romance,1,6,Increasing,0
4525,2023-07-24,Premium,2023-08-07,77,114.5,Smart TV,45-54,France,Romance,1,9,Decreasing,0
4526,2023-07-19,Premium,2023-08-10,70,86.3,Smart TV,35-44,Germany,Comedy,5,5,Stable,1
4527,2023-07-16,Premium,2023-07-18,91,114.8,Desktop,55-64,Brazil,Documentary,0,8,Increasing,3
4528,2023-05-07,Premium,2023-05-13,44,44.1,Tablet,45-54,Spain,Drama,4,5,Decreasing,1
4529,2023-04-11,Premium,2023-04-21,31,25.3,Mobile,45-54,Germany,Drama,0,7,Stable,1
4530,2023-08-07,Premium,2023-08-19,26,39.5,Tablet,65+,Spain,Documentary,4,5,Stable,0
4531,2023-08-21,Premium,2023-08-27,63,97.5,Smart TV,65+,France,Romance,3,4,Decreasing,2
4532,2023-09-19,Free,,28,68.3,Smart TV,45-54,Italy,Drama,4,0,Decreasing,0
4533,2023-08-25,Free,,54,60.2,Mobile,55-64,Spain,Drama,5,0,Stable,2
4534,2023-06-14,Free,,14,27.8,Mobile,65+,Brazil,Sci-Fi,3,3,Stable,0
4535,2023-07-16,Premium,2023-08-08,111,97.0,Desktop,18-24,Germany,Action,5,5,Decreasing,2
4536,2023-07-28,Premium,2023-08-24,102,162.6,Tablet,35-44,Canada,Drama,4,6,Increasing,2
4537,2023-08-11,Free,,15,29.8,Tablet,55-64,Brazil,Drama,2,3,Decreasing,0
4538,2023-09-04,Premium,2023-09-07,68,91.6,Smart TV,18-24,Canada,Romance,2,8,Increasing,1
4539,2023-04-05,Free,,8,8.8,Tablet,18-24,Germany,Documentary,2,1,Stable,0
4540,2023-04-08,Free,,25,22.8,Tablet,18-24,Brazil,Sci-Fi,0,10,Increasing,1
4541,2023-08-07,Premium,2023-08-23,94,104.6,Desktop,35-44,Brazil,Drama,4,3,Increasing,3
4542,2023-05-04,Free,,25,36.1,Mobile,25-34,Japan,Romance,1,0,Increasing,0
4543,2023-06-10,Premium,2023-06-19,126,120.4,Tablet,25-34,Japan,Documentary,2,7,Increasing,2
4544,2023-04-28,Free,,85,107.5,Mobile,45-54,France,Action,2,0,Increasing,2
4545,2023-07-16,Premium,2023-07-18,90,145.6,Desktop,65+,Japan,Drama,2,7,Stable,4
4546,2023-09-21,Premium,2023-09-27,35,56.8,Smart TV,45-54,Spain,Romance,4,3,Decreasing,0
4547,2023-06-17,Premium,2023-07-16,38,55.0,Desktop,35-44,USA,Action,5,3,Increasing,0
4548,2023-08-16,Premium,2023-08-22,77,101.5,Tablet,18-24,Germany,Action,3,6,Stable,2
4549,2023-04-03,Free,,48,84.7,Smart TV,55-64,Australia,Documentary,2,0,Stable,0
4550,2023-05-31,Premium,2023-06-23,4,5.3,Mobile,45-54,USA,Documentary,1,8,Decreasing,0
4551,2023-09-19,Premium,2023-09-22,112,114.9,Desktop,35-44,Brazil,Action,3,6,Increasing,2
4552,2023-07-20,Premium,2023-08-14,89,95.2,Tablet,65+,Italy,Romance,0,7,Decreasing,2
4553,2023-07-20,Premium,2023-07-25,127,154.0,Tablet,65+,Japan,Drama,1,9,Decreasing,2
4554,2023-08-31,Premium,2023-09-20,101,103.9,Mobile,45-54,USA,Action,3,6,Decreasing,2
4555,2023-06-09,Premium,2023-07-04,36,32.0,Mobile,25-34,Australia,Sci-Fi,4,3,Increasing,1
4556,2023-09-25,Premium,2023-09-30,79,113.0,Smart TV,35-44,Italy,Sci-Fi,1,6,Increasing,3
4557,2023-05-24,Premium,2023-06-10,76,106.7,Tablet,55-64,USA,Documentary,1,9,Stable,3
4558,2023-06-24,Free,,109,153.7,Desktop,35-44,Brazil,Action,1,2,Increasing,5
4559,2023-07-01,Premium,2023-07-13,58,76.3,Mobile,18-24,USA,Documentary,1,9,Increasing,1
4560,2023-05-10,Free,,98,130.8,Smart TV,25-34,Japan,Documentary,5,5,Decreasing,3
4561,2023-08-06,Premium,2023-09-03,51,57.6,Smart TV,55-64,France,Drama,2,8,Stable,1
4562,2023-06-23,Premium,2023-06-26,67,69.7,Tablet,45-54,Canada,Action,1,7,Stable,2
4563,2023-09-06,Premium,2023-09-09,77,110.6,Smart TV,45-54,Brazil,Sci-Fi,0,8,Increasing,1
4564,2023-04-20,Premium,2023-05-02,28,32.8,Desktop,35-44,France,Action,5,4,Decreasing,1
4565,2023-08-07,Premium,2023-08-18,44,59.7,Smart TV,35-44,France,Sci-Fi,5,2,Decreasing,1
4566,2023-07-11,Free,,40,37.3,Mobile,18-24,Spain,Comedy,4,0,Decreasing,0
4567,2023-08-11,Premium,2023-09-02,58,61.5,Tablet,25-34,Brazil,Romance,1,8,Decreasing,2
4568,2023-04-30,Premium,2023-05-27,46,40.5,Tablet,25-34,UK,Action,2,6,Decreasing,0
4569,2023-07-29,Premium,2023-08-02,52,76.6,Desktop,35-44,USA,Sci-Fi,4,6,Decreasing,1
4570,2023-06-19,Free,,84,120.9,Smart TV,18-24,Japan,Drama,3,2,Increasing,3
4571,2023-05-27,Premium,2023-06-20,80,93.3,Desktop,25-34,Japan,Documentary,2,8,Decreasing,3
4572,2023-04-23,Premium,2023-05-09,54,61.9,Desktop,65+,Spain,Sci-Fi,0,8,Decreasing,2
4573,2023-07-31,Premium,2023-08-29,80,100.4,Desktop,18-24,UK,Sci-Fi,3,6,Increasing,3
4574,2023-06-20,Premium,2023-07-12,74,70.5,Desktop,45-54,UK,Drama,3,4,Stable,3
4575,2023-06-30,Premium,2023-07-06,102,116.3,Desktop,35-44,France,Sci-Fi,5,3,Increasing,1
4576,2023-08-16,Premium,2023-08-17,30,33.7,Tablet,55-64,USA,Documentary,2,6,Decreasing,0
4577,2023-06-10,Premium,2023-07-10,54,62.7,Smart TV,25-34,France,Sci-Fi,4,6,Decreasing,2
4578,2023-06-06,Free,,25,20.0,Tablet,45-54,Germany,Sci-Fi,2,5,Increasing,0
4579,2023-06-11,Premium,2023-07-03,52,47.9,Mobile,55-64,Australia,Romance,0,9,Decreasing,1
4580,2023-06-14,Premium,2023-07-10,31,36.6,Tablet,18-24,USA,Sci-Fi,4,5,Decreasing,0
4581,2023-07-15,Premium,2023-08-12,34,52.3,Tablet,25-34,Germany,Drama,1,7,Stable,1
4582,2023-09-17,Free,,27,27.2,Tablet,65+,Canada,Sci-Fi,1,0,Stable,0
4583,2023-08-23,Premium,2023-09-19,79,101.9,Tablet,18-24,France,Action,0,7,Decreasing,1
4584,2023-07-22,Premium,2023-08-17,28,38.1,Mobile,35-44,USA,Romance,4,4,Decreasing,0
4585,2023-09-21,Premium,2023-09-25,36,46.2,Mobile,25-34,UK,Drama,3,5,Stable,1
4586,2023-06-18,Free,,95,123.5,Smart TV,25-34,UK,Comedy,3,7,Increasing,4
4587,2023-09-30,Premium,2023-10-01,70,94.6,Desktop,25-34,Italy,Action,2,8,Decreasing,2
4588,2023-04-06,Free,,51,67.9,Smart TV,18-24,Spain,Drama,1,7,Stable,0
4589,2023-07-17,Premium,2023-07-30,64,98.9,Mobile,65+,Germany,Action,0,9,Stable,1
4590,2023-09-03,Free,,10,10.4,Desktop,35-44,UK,Documentary,4,1,Increasing,0
4591,2023-05-13,Premium,2023-06-04,48,46.9,Tablet,25-34,Italy,Documentary,1,7,Stable,0
4592,2023-09-19,Premium,2023-09-23,44,45.3,Desktop,65+,Brazil,Comedy,0,9,Increasing,1
4593,2023-05-17,Premium,2023-06-12,41,37.8,Smart TV,18-24,France,Comedy,1,9,Increasing,1
4594,2023-05-18,Premium,2023-06-07,73,71.8,Tablet,55-64,Germany,Comedy,1,9,Stable,1
4595,2023-08-13,Premium,2023-09-04,39,34.3,Desktop,45-54,USA,Sci-Fi,4,3,Stable,1
4596,2023-09-15,Free,,46,44.3,Mobile,65+,Italy,Romance,5,0,Decreasing,0
4597,2023-09-17,Premium,2023-09-18,51,74.3,Desktop,45-54,Canada,Sci-Fi,3,6,Increasing,1
4598,2023-09-05,Premium,2023-09-30,95,95.9,Mobile,65+,Italy,Action,5,2,Increasing,4
4599,2023-04-19,Premium,2023-04-21,24,25.2,Tablet,55-64,Australia,Comedy,2,6,Decreasing,0
4600,2023-09-02,Free,,91,116.8,Tablet,35-44,Australia,Documentary,2,3,Decreasing,3
4601,2023-05-24,Premium,2023-06-04,79,81.3,Tablet,55-64,Japan,Romance,0,10,Decreasing,2
4602,2023-05-30,Free,,15,20.8,Mobile,18-24,Germany,Drama,4,2,Stable,0
4603,2023-04-04,Premium,2023-04-23,5,1.1,Mobile,35-44,Canada,Romance,3,6,Stable,0
4604,2023-09-30,Premium,2023-10-01,68,92.7,Tablet,65+,USA,Romance,2,6,Decreasing,1
4605,2023-06-28,Premium,2023-07-26,123,168.1,Desktop,65+,Brazil,Romance,0,9,Increasing,5
4606,2023-06-06,Premium,2023-07-02,122,159.2,Tablet,65+,Brazil,Action,5,5,Increasing,1
4607,2023-05-30,Premium,2023-06-25,32,53.9,Smart TV,45-54,Spain,Drama,0,10,Decreasing,0
4608,2023-08-29,Free,,60,75.9,Mobile,45-54,UK,Drama,1,1,Increasing,1
4609,2023-05-31,Premium,2023-06-19,99,120.0,Smart TV,65+,USA,Drama,1,8,Stable,1
4610,2023-08-30,Premium,2023-09-03,69,80.5,Desktop,25-34,Brazil,Action,2,6,Increasing,2
4611,2023-05-29,Premium,2023-06-08,92,131.0,Smart TV,45-54,Italy,Sci-Fi,2,8,Increasing,4
4612,2023-06-06,Premium,2023-06-22,94,87.6,Tablet,55-64,Canada,Romance,5,5,Stable,1
4613,2023-09-30,Premium,2023-10-01,97,124.4,Mobile,55-64,Japan,Comedy,0,10,Decreasing,1
4614,2023-05-15,Premium,2023-05-24,94,138.8,Tablet,65+,France,Action,3,7,Stable,2
4615,2023-09-11,Free,,26,38.7,Desktop,18-24,Germany,Action,4,2,Stable,0
4616,2023-04-12,Premium,2023-04-26,27,37.3,Tablet,35-44,Japan,Action,3,5,Stable,0
4617,2023-06-27,Premium,2023-07-02,102,128.0,Desktop,35-44,France,Sci-Fi,1,6,Decreasing,4
4618,2023-08-28,Free,,75,109.3,Smart TV,45-54,USA,Romance,0,0,Decreasing,0
4619,2023-08-29,Free,,19,34.8,Tablet,65+,UK,Comedy,1,0,Stable,0
4620,2023-07-09,Premium,2023-07-31,33,58.3,Smart TV,18-24,France,Comedy,4,3,Decreasing,0
4621,2023-08-10,Premium,2023-08-25,13,16.8,Tablet,35-44,Brazil,Sci-Fi,2,5,Decreasing,0
4622,2023-04-16,Premium,2023-04-29,50,67.0,Smart TV,18-24,Australia,Action,4,5,Decreasing,1
4623,2023-05-16,Free,,118,165.4,Tablet,55-64,Japan,Drama,0,6,Increasing,4
4624,2023-07-30,Free,,21,24.5,Desktop,18-24,Germany,Comedy,3,5,Decreasing,0
4625,2023-05-02,Premium,2023-06-01,89,106.6,Desktop,45-54,Australia,Sci-Fi,2,8,Increasing,2
4626,2023-04-11,Free,,45,60.6,Smart TV,45-54,Italy,Comedy,4,0,Decreasing,1
4627,2023-04-14,Premium,2023-05-04,21,29.9,Mobile,65+,Canada,Sci-Fi,2,7,Decreasing,0
4628,2023-05-02,Premium,2023-05-05,14,14.7,Tablet,45-54,Japan,Romance,1,9,Decreasing,0
4629,2023-09-12,Premium,2023-09-17,60,78.0,Mobile,35-44,Spain,Action,5,5,Stable,1
4630,2023-07-24,Premium,2023-07-25,107,131.4,Smart TV,35-44,France,Drama,0,7,Increasing,3
4631,2023-04-12,Premium,2023-04-19,108,170.9,Mobile,45-54,USA,Romance,0,8,Increasing,3
4632,2023-04-20,Premium,2023-04-28,28,32.7,Mobile,35-44,Spain,Documentary,3,5,Increasing,0
4633,2023-08-27,Premium,2023-09-19,53,46.5,Tablet,35-44,Italy,Romance,4,3,Increasing,2
4634,2023-08-12,Premium,2023-08-21,85,105.5,Smart TV,35-44,Spain,Romance,4,4,Decreasing,3
4635,2023-05-21,Premium,2023-05-23,123,130.2,Desktop,45-54,UK,Action,5,3,Increasing,3
4636,2023-07-14,Premium,2023-08-12,56,78.1,Desktop,25-34,USA,Documentary,3,6,Stable,0
4637,2023-07-18,Premium,2023-08-13,39,48.3,Desktop,35-44,Canada,Action,3,6,Increasing,1
4638,2023-09-02,Free,,75,99.9,Tablet,35-44,USA,Drama,4,0,Increasing,2
4639,2023-06-19,Premium,2023-06-29,105,130.3,Smart TV,25-34,Japan,Sci-Fi,1,8,Decreasing,4
4640,2023-05-30,Free,,49,51.9,Tablet,18-24,France,Action,5,0,Stable,0
4641,2023-08-07,Premium,2023-08-13,66,55.3,Tablet,35-44,UK,Action,0,9,Increasing,1
4642,2023-04-27,Premium,2023-05-12,32,28.2,Tablet,55-64,Brazil,Action,0,7,Increasing,1
4643,2023-05-07,Premium,2023-05-27,80,84.7,Smart TV,65+,Germany,Romance,0,9,Stable,1
4644,2023-04-04,Free,,40,46.0,Tablet,65+,UK,Documentary,0,5,Stable,0
4645,2023-08-06,Free,,4,9.7,Mobile,55-64,Japan,Sci-Fi,3,4,Stable,0
4646,2023-05-21,Premium,2023-06-19,42,50.7,Mobile,18-24,Italy,Comedy,4,6,Stable,0
4647,2023-05-24,Free,,85,83.8,Tablet,65+,USA,Romance,1,9,Increasing,1
4648,2023-09-25,Free,,85,124.8,Desktop,35-44,Australia,Documentary,2,1,Increasing,3
4649,2023-04-22,Premium,2023-05-10,44,51.1,Desktop,45-54,Canada,Romance,2,6,Decreasing,0
4650,2023-05-17,Free,,8,6.0,Mobile,35-44,USA,Drama,5,0,Decreasing,0
4651,2023-07-29,Free,,58,60.6,Desktop,25-34,Australia,Comedy,3,0,Stable,1
4652,2023-07-10,Premium,2023-07-11,39,63.4,Tablet,55-64,Canada,Action,5,2,Decreasing,1
4653,2023-08-09,Premium,2023-08-12,67,48.4,Mobile,45-54,USA,Documentary,3,7,Stable,2
4654,2023-06-12,Premium,2023-06-29,20,21.1,Desktop,35-44,Spain,Documentary,4,6,Stable,0
4655,2023-07-10,Premium,2023-07-28,35,37.0,Mobile,45-54,Italy,Documentary,2,5,Increasing,0
4656,2023-08-05,Free,,9,8.7,Tablet,18-24,UK,Sci-Fi,3,0,Increasing,0
4657,2023-04-23,Premium,2023-05-18,86,125.5,Smart TV,35-44,Japan,Comedy,3,5,Stable,3
4658,2023-08-25,Premium,2023-08-28,170,223.8,Smart TV,65+,Brazil,Sci-Fi,0,10,Increasing,6
4659,2023-06-06,Premium,2023-06-08,100,152.1,Smart TV,25-34,Japan,Romance,2,8,Stable,4
4660,2023-06-27,Premium,2023-07-26,96,150.8,Smart TV,25-34,Brazil,Action,2,8,Decreasing,0
4661,2023-06-09,Premium,2023-06-14,60,76.8,Desktop,35-44,Spain,Comedy,5,5,Stable,2
4662,2023-07-11,Premium,2023-07-26,88,97.7,Smart TV,35-44,Italy,Comedy,2,7,Stable,1
4663,2023-04-06,Premium,2023-04-30,4,6.4,Desktop,18-24,Italy,Sci-Fi,0,9,Stable,0
4664,2023-07-31,Premium,2023-08-05,76,96.4,Desktop,18-24,Australia,Drama,3,6,Stable,2
4665,2023-07-02,Premium,2023-07-06,32,38.0,Desktop,25-34,Canada,Documentary,1,7,Stable,0
4666,2023-04-13,Premium,2023-04-24,43,51.2,Tablet,55-64,Japan,Romance,0,8,Stable,0
4667,2023-04-28,Premium,2023-05-04,138,147.6,Smart TV,18-24,Spain,Drama,1,9,Increasing,3
4668,2023-09-03,Premium,2023-09-23,47,67.5,Desktop,45-54,Italy,Action,4,6,Decreasing,1
4669,2023-08-26,Free,,23,26.7,Tablet,25-34,UK,Romance,3,7,Decreasing,1
4670,2023-07-07,Premium,2023-07-19,102,141.8,Tablet,18-24,Germany,Sci-Fi,1,8,Decreasing,3
4671,2023-05-25,Free,,70,83.3,Mobile,45-54,France,Action,1,8,Stable,2
4672,2023-09-07,Premium,2023-09-22,56,74.3,Tablet,35-44,Australia,Action,3,7,Stable,2
4673,2023-07-12,Premium,2023-08-05,175,213.2,Smart TV,25-34,Italy,Sci-Fi,0,10,Increasing,3
4674,2023-09-25,Premium,2023-09-28,69,79.7,Desktop,45-54,Canada,Action,2,5,Decreasing,0
4675,2023-04-10,Premium,2023-05-10,48,57.7,Smart TV,65+,Japan,Action,3,7,Stable,1
4676,2023-07-08,Premium,2023-07-11,86,102.1,Mobile,18-24,France,Sci-Fi,5,3,Stable,1
4677,2023-06-14,Premium,2023-06-16,57,86.1,Desktop,25-34,Brazil,Action,2,7,Decreasing,1
4678,2023-05-17,Free,,67,105.4,Smart TV,55-64,France,Action,4,0,Stable,1
4679,2023-05-08,Premium,2023-05-17,37,60.1,Smart TV,45-54,Canada,Sci-Fi,2,6,Increasing,1
4680,2023-06-01,Premium,2023-06-09,17,22.4,Tablet,18-24,Australia,Drama,2,7,Decreasing,0
4681,2023-08-03,Premium,2023-08-05,93,70.5,Mobile,35-44,UK,Romance,0,8,Increasing,2
4682,2023-04-23,Premium,2023-05-22,93,145.4,Smart TV,35-44,Japan,Comedy,1,7,Decreasing,2
4683,2023-06-19,Premium,2023-07-01,70,102.0,Tablet,55-64,Canada,Romance,4,6,Decreasing,1
4684,2023-07-28,Premium,2023-08-24,75,71.7,Smart TV,55-64,Canada,Sci-Fi,3,4,Stable,3
4685,2023-09-04,Premium,2023-09-20,57,68.2,Smart TV,45-54,USA,Drama,5,5,Decreasing,0
4686,2023-08-01,Premium,2023-08-05,159,184.1,Smart TV,65+,USA,Drama,0,7,Increasing,5
4687,2023-04-27,Free,,95,111.4,Smart TV,65+,USA,Romance,1,0,Increasing,3
4688,2023-06-10,Premium,2023-06-18,43,48.0,Desktop,55-64,Spain,Action,1,6,Increasing,0
4689,2023-06-13,Premium,2023-06-29,86,118.9,Smart TV,35-44,Spain,Comedy,4,3,Decreasing,1
4690,2023-04-29,Premium,2023-05-03,99,78.2,Smart TV,45-54,UK,Romance,5,2,Decreasing,1
4691,2023-04-05,Premium,2023-04-19,81,97.1,Mobile,45-54,Australia,Sci-Fi,3,7,Increasing,1
4692,2023-04-03,Free,,24,23.9,Desktop,18-24,UK,Sci-Fi,1,2,Decreasing,1
